Budget (in dollars),Age,Gender,Education_Level,With children?,Recommended_Activity
83.0,23.0,Other,Did Not Graduate HS,1,Play: Go shopping
211.0,22.0,Male,Did Not Graduate HS,NA,Play: Visit a movie theater
2396.0,32.0,Female,Master’s Degree,1,Explore: Visit a park
3564.0,48.0,Female,Master’s Degree,1,Play: Visit a movie theater
289.0,20.0,NA,NA,1,Play: Go shopping
4935.0,39.0,Male,Bachelor’s Degree,NA,Learn: Visit a library
270.0,22.0,NA,Did Not Graduate HS,1,Play: Go shopping
261.0,18.0,Male,High School Grad,1,Play: Visit a movie theater
286.0,23.0,NA,High School Grad,0,Play: Visit a movie theater
4612.0,48.0,Female,Master’s Degree,1,Play: Go shopping
223.0,19.0,NA,Did Not Graduate HS,0,Play: Visit a movie theater
3141.0,51.0,Non-binary,Master’s Degree,NA,Play: Go shopping
104.0,21.0,Non-binary,NA,0,Play: Visit a movie theater
2297.0,38.0,Male,Bachelor’s Degree,1,Stay in: Color
185.0,22.0,Non-binary,NA,NA,Play: Visit a movie theater
237.0,22.0,Female,NA,1,Play: Visit a movie theater
231.0,19.0,Female,NA,1,Play: Go shopping
1257.0,28.0,NA,Master’s Degree,NA,Learn: Visit a library
2.0,18.0,Transgender,Did Not Graduate HS,0,Play: Visit a movie theater
219.0,19.0,Non-binary,Did Not Graduate HS,0,Play: Go shopping
3647.0,53.0,Male,Bachelor’s Degree,NA,Play: Visit a movie theater
3787.0,27.0,NA,Bachelor’s Degree,1,Stay in: Color
198.0,18.0,Female,Other,1,Play: Visit a movie theater
2482.0,34.0,Transgender,Master’s Degree,0,Explore: Visit a park
135.0,18.0,Male,High School Grad,NA,Play: Visit a movie theater
151.0,18.0,Other,Other,0,Play: Go shopping
203.0,22.0,Transgender,NA,0,Play: Visit a movie theater
22.0,21.0,Other,High School Grad,NA,Play: Go shopping
96.0,18.0,Transgender,NA,NA,Play: Visit a movie theater
66.0,22.0,Non-binary,Other,1,Play: Go shopping
2432.0,31.0,Transgender,Bachelor’s Degree,NA,Stay in: Play a game
86.0,18.0,NA,NA,NA,Play: Go shopping
184.0,23.0,Non-binary,Did Not Graduate HS,NA,Play: Go shopping
91.0,20.0,Male,NA,NA,Play: Go shopping
89.0,21.0,Other,Other,NA,Play: Go shopping
2218.0,41.0,Female,Master’s Degree,1,Stay in: Play a game
1987.0,78.0,Other,Master’s Degree,0,Play: Visit a movie theater
767.0,49.0,Non-binary,Master’s Degree,NA,Learn: Visit a library
4717.0,56.0,Female,Bachelor’s Degree,1,Stay in: Watch calming TV
7.0,21.0,Non-binary,High School Grad,0,Play: Go shopping
201.0,59.0,Female,Other,1,Explore: Go sightseeing
106.0,18.0,Non-binary,Other,0,Play: Go shopping
170.0,22.0,NA,Did Not Graduate HS,NA,Play: Go shopping
275.0,22.0,Male,NA,0,Play: Go shopping
132.0,22.0,NA,NA,NA,Play: Visit a movie theater
179.0,21.0,NA,NA,0,Play: Go shopping
4499.0,43.0,Transgender,Bachelor’s Degree,1,Stay in: Color
61.0,20.0,NA,NA,1,Play: Visit a movie theater
2019.0,47.0,Transgender,Bachelor’s Degree,1,Stay in: Watch calming TV
186.0,19.0,NA,Other,1,Play: Visit a movie theater
228.0,18.0,NA,NA,NA,Play: Visit a movie theater
3648.0,39.0,Non-binary,Bachelor’s Degree,0,Stay in: Play a game
3657.0,40.0,Transgender,Bachelor’s Degree,NA,Explore: Go sightseeing
217.0,23.0,Non-binary,Did Not Graduate HS,0,Play: Go shopping
256.0,18.0,NA,Did Not Graduate HS,0,Play: Go shopping
299.0,18.0,Male,High School Grad,1,Play: Visit a movie theater
14.0,22.0,Transgender,Master’s Degree,NA,Play: Visit a movie theater
281.0,22.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
3516.0,40.0,Female,Bachelor’s Degree,1,Explore: Visit a park
2078.0,42.0,Male,Master’s Degree,1,Stay in: Color
1080.0,39.0,Female,Bachelor’s Degree,1,Stay in: Color
121.0,21.0,Female,High School Grad,1,Play: Go shopping
2840.0,33.0,Male,Bachelor’s Degree,0,Stay in: Play a game
268.0,22.0,Male,High School Grad,NA,Play: Visit a movie theater
80.0,18.0,Non-binary,High School Grad,NA,Play: Go shopping
2928.0,62.0,Female,Master’s Degree,1,Stay in: Color
1089.0,42.0,Male,Bachelor’s Degree,1,Stay in: Watch calming TV
2554.0,38.0,Male,Bachelor’s Degree,1,Learn: Visit a library
129.0,19.0,Other,Did Not Graduate HS,0,Play: Visit a movie theater
182.0,21.0,Female,Other,1,Play: Go shopping
147.0,20.0,Non-binary,Other,1,Play: Go shopping
75.0,21.0,NA,Did Not Graduate HS,0,Play: Go shopping
707.0,79.0,Male,Bachelor’s Degree,NA,Explore: Hike
4958.0,28.0,Male,Bachelor’s Degree,1,Stay in: Play a game
179.0,20.0,Female,High School Grad,1,Play: Go shopping
388.0,26.0,Other,Bachelor’s Degree,0,Play: Visit a movie theater
4628.0,28.0,Transgender,Bachelor’s Degree,1,Stay in: Color
297.0,20.0,Non-binary,Did Not Graduate HS,NA,Play: Go shopping
567.0,31.0,Other,Master’s Degree,0,Play: Go shopping
228.0,22.0,NA,NA,NA,Play: Go shopping
243.0,20.0,Transgender,Other,1,Play: Go shopping
3137.0,40.0,Non-binary,Master’s Degree,0,Play: Go shopping
74.0,22.0,Other,Did Not Graduate HS,1,Play: Go shopping
97.0,21.0,Non-binary,NA,0,Play: Go shopping
3404.0,42.0,Transgender,Bachelor’s Degree,NA,Stay in: Watch calming TV
1534.0,65.0,Non-binary,Bachelor’s Degree,0,Learn: Visit a library
76.0,19.0,Other,NA,1,Play: Visit a movie theater
278.0,84.0,Other,Other,1,Stay in: Color
1935.0,43.0,Female,Bachelor’s Degree,1,Stay in: Color
165.0,23.0,Female,Other,1,Play: Visit a movie theater
3760.0,50.0,Other,Master’s Degree,NA,Stay in: Color
10.0,19.0,Female,NA,1,Play: Visit a movie theater
244.0,19.0,Female,NA,1,Play: Visit a movie theater
11.0,21.0,NA,Other,0,Play: Go shopping
171.0,18.0,Male,High School Grad,0,Play: Visit a movie theater
2573.0,51.0,Other,Bachelor’s Degree,NA,Learn: Visit a library
2650.0,37.0,Female,Bachelor’s Degree,1,Explore: Visit a park
2734.0,51.0,NA,Master’s Degree,1,Play: Visit a movie theater
76.0,19.0,Other,Other,1,Play: Visit a movie theater
76.0,19.0,Non-binary,NA,1,Play: Go shopping
4609.0,79.0,Female,Bachelor’s Degree,1,Explore: Visit a park
221.0,22.0,NA,High School Grad,1,Play: Go shopping
4719.0,42.0,Female,Master’s Degree,1,Stay in: Watch calming TV
143.0,20.0,Male,Other,0,Play: Visit a movie theater
3266.0,27.0,Female,Master’s Degree,1,Stay in: Watch calming TV
135.0,21.0,Other,Did Not Graduate HS,1,Play: Go shopping
178.0,21.0,NA,High School Grad,NA,Play: Go shopping
2846.0,32.0,Other,Bachelor’s Degree,NA,Explore: Hike
3316.0,84.0,Other,Bachelor’s Degree,1,Explore: Go sightseeing
1246.0,33.0,Non-binary,Master’s Degree,NA,Stay in: Color
215.0,22.0,Transgender,High School Grad,1,Play: Visit a movie theater
1766.0,63.0,NA,Master’s Degree,0,Stay in: Color
2266.0,32.0,Non-binary,Master’s Degree,NA,Stay in: Color
194.0,20.0,NA,High School Grad,NA,Play: Visit a movie theater
228.0,21.0,Non-binary,High School Grad,1,Play: Go shopping
4199.0,43.0,Female,Master’s Degree,1,Explore: Hike
257.0,18.0,Female,High School Grad,1,Play: Visit a movie theater
247.0,20.0,Other,High School Grad,1,Play: Go shopping
2031.0,31.0,Male,Bachelor’s Degree,1,Explore: Hike
162.0,21.0,Transgender,NA,0,Play: Visit a movie theater
227.0,23.0,Transgender,Did Not Graduate HS,1,Play: Go shopping
124.0,22.0,Transgender,NA,1,Play: Visit a movie theater
18.0,20.0,Transgender,Did Not Graduate HS,1,Play: Go shopping
245.0,21.0,Male,High School Grad,1,Play: Go shopping
86.0,22.0,Transgender,Did Not Graduate HS,NA,Play: Visit a movie theater
133.0,20.0,Other,High School Grad,0,Play: Go shopping
4469.0,30.0,Other,Bachelor’s Degree,0,Explore: Hike
4323.0,30.0,Transgender,Master’s Degree,1,Play: Visit a movie theater
35.0,22.0,Other,Other,0,Play: Visit a movie theater
269.0,20.0,Non-binary,NA,NA,Play: Visit a movie theater
879.0,38.0,NA,Master’s Degree,NA,Explore: Hike
2900.0,41.0,Other,Master’s Degree,1,Explore: Go sightseeing
172.0,18.0,Female,Did Not Graduate HS,1,Play: Go shopping
293.0,32.0,Other,Other,NA,Explore: Go sightseeing
1974.0,58.0,Female,Master’s Degree,1,Explore: Visit a park
265.0,22.0,Other,NA,NA,Play: Go shopping
104.0,21.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
2388.0,48.0,Transgender,Master’s Degree,NA,Explore: Go sightseeing
4788.0,47.0,Non-binary,Bachelor’s Degree,NA,Stay in: Play a game
254.0,23.0,Transgender,Other,1,Play: Visit a movie theater
2956.0,87.0,Non-binary,Bachelor’s Degree,NA,Play: Go shopping
17.0,52.0,NA,Did Not Graduate HS,0,Stay in: Color
4749.0,25.0,Male,Master’s Degree,0,Play: Visit a movie theater
102.0,21.0,Female,Other,1,Play: Visit a movie theater
3210.0,25.0,Other,Master’s Degree,NA,Play: Visit a movie theater
250.0,22.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
20.0,20.0,Other,High School Grad,0,Play: Visit a movie theater
59.0,23.0,NA,Other,1,Play: Visit a movie theater
1741.0,26.0,Male,Bachelor’s Degree,1,Explore: Go sightseeing
3907.0,33.0,Male,Bachelor’s Degree,NA,Play: Go shopping
206.0,21.0,NA,NA,1,Play: Go shopping
1103.0,38.0,Other,Master’s Degree,NA,Learn: Visit a library
180.0,19.0,Other,Did Not Graduate HS,NA,Play: Go shopping
167.0,20.0,Male,Other,1,Play: Go shopping
4087.0,42.0,Male,Master’s Degree,1,Stay in: Color
238.0,23.0,Transgender,Other,0,Play: Visit a movie theater
158.0,19.0,Non-binary,High School Grad,NA,Play: Visit a movie theater
199.0,27.0,Other,NA,NA,Explore: Visit a park
121.0,18.0,Male,Other,1,Play: Visit a movie theater
1455.0,40.0,Female,Bachelor’s Degree,1,Explore: Hike
3744.0,39.0,Female,Master’s Degree,1,Explore: Visit a park
3766.0,35.0,Male,Master’s Degree,0,Stay in: Color
130.0,22.0,NA,Other,1,Play: Visit a movie theater
40.0,20.0,Transgender,NA,0,Play: Go shopping
79.0,19.0,Transgender,NA,1,Play: Go shopping
261.0,18.0,NA,Did Not Graduate HS,0,Play: Go shopping
1679.0,37.0,NA,Bachelor’s Degree,1,Stay in: Color
66.0,23.0,Female,NA,1,Play: Visit a movie theater
134.0,18.0,Transgender,Other,1,Play: Go shopping
1870.0,41.0,Non-binary,Master’s Degree,NA,Explore: Visit a park
229.0,21.0,Transgender,High School Grad,NA,Play: Go shopping
54.0,23.0,Non-binary,High School Grad,NA,Play: Visit a movie theater
157.0,18.0,Male,Did Not Graduate HS,0,Play: Go shopping
15.0,23.0,Non-binary,Master’s Degree,NA,Play: Visit a movie theater
44.0,22.0,Male,High School Grad,NA,Play: Go shopping
74.0,19.0,Male,High School Grad,0,Play: Go shopping
21.0,20.0,Female,Other,1,Play: Visit a movie theater
235.0,21.0,Non-binary,Other,0,Play: Go shopping
842.0,27.0,Female,Bachelor’s Degree,1,Learn: Visit a library
27.0,23.0,Non-binary,NA,1,Play: Visit a movie theater
4738.0,25.0,Transgender,Bachelor’s Degree,NA,Explore: Go sightseeing
90.0,22.0,Other,Other,NA,Play: Go shopping
228.0,19.0,Female,Did Not Graduate HS,1,Play: Go shopping
4554.0,68.0,Other,Master’s Degree,0,Play: Visit a movie theater
1701.0,62.0,Female,Bachelor’s Degree,1,Play: Go shopping
123.0,21.0,Male,NA,NA,Play: Go shopping
212.0,19.0,Female,High School Grad,1,Play: Go shopping
217.0,18.0,Transgender,NA,0,Play: Go shopping
228.0,21.0,Non-binary,High School Grad,NA,Play: Visit a movie theater
186.0,20.0,NA,NA,1,Play: Go shopping
55.0,18.0,NA,NA,NA,Play: Visit a movie theater
264.0,23.0,Transgender,NA,NA,Play: Visit a movie theater
127.0,34.0,NA,Other,0,Explore: Hike
211.0,22.0,Non-binary,NA,NA,Play: Go shopping
4156.0,26.0,Other,Master’s Degree,1,Explore: Hike
1003.0,39.0,Male,Bachelor’s Degree,NA,Explore: Hike
740.0,42.0,Non-binary,Bachelor’s Degree,1,Play: Visit a movie theater
3321.0,36.0,Other,Master’s Degree,1,Stay in: Play a game
288.0,23.0,Non-binary,High School Grad,0,Play: Go shopping
607.0,60.0,Transgender,Master’s Degree,1,Explore: Hike
227.0,22.0,Other,NA,0,Play: Go shopping
2599.0,25.0,Female,Bachelor’s Degree,1,Explore: Go sightseeing
213.0,20.0,Female,NA,1,Play: Go shopping
244.0,20.0,Transgender,High School Grad,NA,Play: Go shopping
1103.0,43.0,Transgender,Master’s Degree,NA,Explore: Go sightseeing
10.0,19.0,NA,Other,NA,Play: Visit a movie theater
55.0,23.0,Transgender,Did Not Graduate HS,0,Play: Go shopping
3255.0,62.0,Female,Master’s Degree,1,Explore: Go sightseeing
3930.0,35.0,Non-binary,Master’s Degree,1,Learn: Visit a library
539.0,33.0,Non-binary,Bachelor’s Degree,NA,Explore: Visit a park
2789.0,27.0,Transgender,Bachelor’s Degree,NA,Stay in: Play a game
83.0,23.0,Male,High School Grad,1,Play: Visit a movie theater
4498.0,32.0,NA,Bachelor’s Degree,NA,Explore: Visit a park
3710.0,28.0,Non-binary,Bachelor’s Degree,1,Play: Go shopping
1997.0,32.0,NA,Master’s Degree,1,Play: Visit a movie theater
241.0,56.0,Transgender,Did Not Graduate HS,1,Stay in: Watch calming TV
180.0,19.0,Non-binary,Other,NA,Play: Go shopping
1194.0,60.0,Female,Master’s Degree,1,Stay in: Color
170.0,22.0,Transgender,NA,1,Play: Visit a movie theater
63.0,19.0,Other,High School Grad,NA,Play: Go shopping
99.0,23.0,Male,High School Grad,1,Play: Go shopping
1795.0,40.0,Other,High School Grad,1,Stay in: Color
1646.0,38.0,Female,Master’s Degree,1,Explore: Visit a park
2623.0,26.0,Female,Master’s Degree,1,Learn: Visit a library
351.0,26.0,Transgender,Master’s Degree,0,Explore: Go sightseeing
3682.0,63.0,Male,Bachelor’s Degree,0,Explore: Visit a park
177.0,19.0,Non-binary,Did Not Graduate HS,1,Play: Visit a movie theater
3950.0,77.0,Male,Master’s Degree,1,Stay in: Watch calming TV
422.0,49.0,Other,Master’s Degree,1,Learn: Visit a library
3564.0,40.0,Female,Master’s Degree,1,Play: Go shopping
4619.0,25.0,Male,Bachelor’s Degree,NA,Play: Go shopping
193.0,18.0,Female,Master’s Degree,1,Play: Visit a movie theater
19.0,21.0,Transgender,High School Grad,0,Play: Visit a movie theater
4447.0,51.0,Other,Master’s Degree,NA,Explore: Go sightseeing
1007.0,38.0,NA,Bachelor’s Degree,NA,Stay in: Watch calming TV
244.0,20.0,Non-binary,NA,NA,Play: Visit a movie theater
3623.0,51.0,Transgender,Master’s Degree,NA,Explore: Visit a park
3682.0,58.0,Other,Master’s Degree,0,Stay in: Color
5.0,21.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
3832.0,41.0,Transgender,Master’s Degree,0,Stay in: Color
205.0,19.0,Other,High School Grad,0,Play: Visit a movie theater
3303.0,52.0,Other,Master’s Degree,0,Stay in: Color
4358.0,51.0,NA,Bachelor’s Degree,0,Learn: Visit a library
4228.0,79.0,Non-binary,Master’s Degree,1,Explore: Visit a park
23.0,22.0,Transgender,Did Not Graduate HS,0,Play: Go shopping
149.0,22.0,Transgender,High School Grad,0,Play: Visit a movie theater
163.0,20.0,NA,High School Grad,0,Play: Go shopping
4058.0,52.0,Other,Master’s Degree,1,Explore: Go sightseeing
93.0,23.0,NA,NA,1,Play: Visit a movie theater
249.0,21.0,Male,NA,0,Play: Go shopping
136.0,21.0,Female,Other,NA,Play: Go shopping
200.0,22.0,NA,Other,0,Play: Go shopping
91.0,20.0,Other,NA,NA,Play: Go shopping
4415.0,53.0,Non-binary,Master’s Degree,0,Explore: Visit a park
4470.0,48.0,Female,Bachelor’s Degree,1,Explore: Go sightseeing
2246.0,28.0,Male,NA,NA,Learn: Visit a library
133.0,21.0,Non-binary,Other,0,Play: Visit a movie theater
702.0,42.0,NA,Bachelor’s Degree,1,Learn: Visit a library
4933.0,78.0,NA,Bachelor’s Degree,0,Explore: Visit a park
2168.0,37.0,Transgender,Master’s Degree,0,Stay in: Play a game
485.0,57.0,Male,Master’s Degree,1,Play: Visit a movie theater
4718.0,70.0,Other,Master’s Degree,NA,Learn: Visit a library
115.0,21.0,Transgender,NA,NA,Play: Visit a movie theater
269.0,18.0,NA,High School Grad,0,Play: Go shopping
1178.0,61.0,NA,Master’s Degree,1,Learn: Visit a library
2337.0,59.0,NA,Bachelor’s Degree,0,Learn: Visit a library
189.0,18.0,Non-binary,Other,1,Play: Go shopping
210.0,18.0,NA,Other,0,Play: Go shopping
3832.0,34.0,Other,Bachelor’s Degree,0,Learn: Visit a library
227.0,19.0,Male,Did Not Graduate HS,0,Play: Go shopping
3219.0,86.0,Transgender,Bachelor’s Degree,0,Explore: Visit a park
4322.0,40.0,Transgender,Master’s Degree,NA,Stay in: Color
4441.0,57.0,Non-binary,Bachelor’s Degree,1,Stay in: Watch calming TV
256.0,19.0,Non-binary,Other,1,Play: Visit a movie theater
991.0,38.0,Female,Master’s Degree,1,Explore: Go sightseeing
100.0,18.0,Transgender,Other,1,Play: Visit a movie theater
3341.0,43.0,Male,Master’s Degree,1,Explore: Visit a park
120.0,22.0,Female,Other,1,Play: Visit a movie theater
138.0,22.0,NA,High School Grad,1,Play: Go shopping
3347.0,31.0,Other,Bachelor’s Degree,NA,Stay in: Color
1919.0,43.0,NA,Bachelor’s Degree,NA,Play: Visit a movie theater
222.0,22.0,Female,NA,1,Play: Go shopping
2777.0,56.0,NA,Master’s Degree,NA,Play: Go shopping
3869.0,33.0,Male,Master’s Degree,0,Stay in: Watch calming TV
3.0,21.0,Female,High School Grad,1,Play: Visit a movie theater
232.0,19.0,Transgender,NA,0,Play: Go shopping
3429.0,34.0,Female,Bachelor’s Degree,1,Explore: Hike
50.0,19.0,Transgender,High School Grad,0,Play: Visit a movie theater
2035.0,35.0,Transgender,Master’s Degree,0,Explore: Visit a park
61.0,19.0,NA,Other,0,Play: Visit a movie theater
2621.0,32.0,Transgender,Bachelor’s Degree,0,Stay in: Watch calming TV
1832.0,30.0,Transgender,Bachelor’s Degree,0,Explore: Go sightseeing
270.0,18.0,Male,NA,1,Play: Go shopping
19.0,19.0,Non-binary,NA,NA,Play: Visit a movie theater
237.0,22.0,Transgender,Other,NA,Play: Go shopping
142.0,18.0,Female,High School Grad,1,Play: Go shopping
90.0,18.0,Male,High School Grad,1,Play: Visit a movie theater
129.0,23.0,Transgender,Other,NA,Play: Visit a movie theater
247.0,23.0,Transgender,Did Not Graduate HS,NA,Play: Go shopping
1017.0,54.0,Non-binary,Bachelor’s Degree,1,Play: Go shopping
146.0,21.0,Transgender,High School Grad,1,Play: Visit a movie theater
193.0,33.0,Other,High School Grad,0,Stay in: Play a game
3398.0,35.0,Female,Bachelor’s Degree,0,Stay in: Watch calming TV
13.0,20.0,NA,NA,0,Play: Visit a movie theater
3832.0,38.0,Transgender,Master’s Degree,1,Play: Go shopping
227.0,21.0,Transgender,High School Grad,1,Play: Go shopping
178.0,22.0,Male,High School Grad,1,Play: Visit a movie theater
1624.0,27.0,Transgender,Master’s Degree,NA,Stay in: Color
2454.0,30.0,Male,Master’s Degree,1,Explore: Go sightseeing
73.0,23.0,Non-binary,Other,NA,Play: Visit a movie theater
215.0,20.0,Other,NA,1,Play: Go shopping
4744.0,71.0,Transgender,Bachelor’s Degree,0,Explore: Hike
167.0,22.0,Female,High School Grad,1,Play: Go shopping
119.0,18.0,Transgender,Did Not Graduate HS,NA,Play: Go shopping
110.0,21.0,Female,Other,1,Play: Visit a movie theater
22.0,20.0,Transgender,NA,1,Play: Go shopping
4069.0,55.0,Non-binary,Bachelor’s Degree,NA,Play: Go shopping
4408.0,79.0,Transgender,Bachelor’s Degree,0,Explore: Visit a park
127.0,19.0,Female,High School Grad,1,Play: Go shopping
2717.0,57.0,Other,Master’s Degree,0,Learn: Visit a library
2520.0,34.0,Male,Master’s Degree,NA,Learn: Visit a library
74.0,19.0,Other,Other,0,Play: Visit a movie theater
225.0,22.0,Male,NA,NA,Play: Visit a movie theater
28.0,19.0,Male,High School Grad,0,Play: Visit a movie theater
2109.0,33.0,Male,Bachelor’s Degree,1,Stay in: Watch calming TV
1848.0,51.0,Other,Bachelor’s Degree,0,Stay in: Play a game
89.0,21.0,Male,High School Grad,1,Play: Visit a movie theater
203.0,22.0,Transgender,High School Grad,1,Play: Visit a movie theater
721.0,39.0,NA,Bachelor’s Degree,1,Explore: Hike
69.0,18.0,NA,Did Not Graduate HS,NA,Play: Visit a movie theater
32.0,22.0,Male,NA,NA,Play: Go shopping
145.0,22.0,Transgender,High School Grad,0,Play: Visit a movie theater
402.0,43.0,Female,Bachelor’s Degree,1,Stay in: Color
126.0,18.0,NA,NA,1,Play: Go shopping
159.0,21.0,Non-binary,Other,NA,Play: Visit a movie theater
172.0,20.0,Transgender,NA,NA,Play: Visit a movie theater
100.0,18.0,Female,Other,1,Play: Go shopping
221.0,23.0,Male,NA,1,Play: Go shopping
2962.0,64.0,Male,Master’s Degree,NA,Explore: Visit a park
4377.0,28.0,Transgender,Bachelor’s Degree,1,Play: Go shopping
242.0,23.0,NA,Other,0,Play: Go shopping
4987.0,41.0,Non-binary,Master’s Degree,NA,Play: Visit a movie theater
36.0,20.0,Non-binary,Did Not Graduate HS,0,Play: Visit a movie theater
2971.0,25.0,Other,Bachelor’s Degree,NA,Stay in: Play a game
163.0,18.0,Non-binary,Did Not Graduate HS,NA,Play: Go shopping
202.0,19.0,Transgender,Other,1,Play: Visit a movie theater
299.0,23.0,Other,High School Grad,NA,Play: Go shopping
74.0,20.0,Female,High School Grad,1,Play: Visit a movie theater
271.0,19.0,Male,Did Not Graduate HS,1,Play: Visit a movie theater
277.0,22.0,Non-binary,Other,0,Play: Visit a movie theater
